mois_mutation;code_departement;nom_commune;valeur_fonciere;croissance
01/03/2017;77;77Rebais;355000;2.55
01/03/2017;77;77Recloses;116875;-0.675347222
01/03/2017;77;77Reuil-en-Brie;677800;4.058208955
01/03/2017;77;77Roissy-en-Brie;6437800;0.238145609
01/03/2017;77;77Rozay-en-Brie;287000;-0.860922659
01/03/2017;77;77Rubelles;289400;-0.62386275
01/03/2017;77;77Rumont;1001668;0
01/03/2017;77;77RÃ©au;280000;-0.293820933
01/03/2017;77;77Saint-Augustin;1583055;-0.220803288
01/03/2017;77;77Saint-Cyr-sur-Morin;705800;-0.229475983
01/03/2017;77;77Saint-Denis-lÃ¨s-Rebais;100000;-0.813780261
01/03/2017;77;77Saint-Fargeau-Ponthierry;6536520;0.044220898
01/03/2017;77;77Saint-Germain-sur-Morin;2943880;2.463388235
01/03/2017;77;77Saint-Jean-les-Deux-Jumeaux;74000;-0.825882353
01/03/2017;77;77Saint-LÃ©ger;370000;0
01/03/2017;77;77Saint-MammÃ¨s;499500;-0.214622642
01/03/2017;77;77Saint-Mard;747000;0.105029586
01/03/2017;77;77Saint-Martin-des-Champs;98000;-0.805168986
01/03/2017;77;77Saint-Martin-en-BiÃ¨re;351200;-0.154346256
01/03/2017;77;77Saint-Mesmes;346000;0.281481481
01/03/2017;77;77Saint-Ouen-en-Brie;451500;-0.588047445
01/03/2017;77;77Saint-Pathus;3077400;0.683479212
01/03/2017;77;77Saint-Pierre-lÃ¨s-Nemours;3515100;0.791407604
01/03/2017;77;77Saint-Soupplets;758000;-0.573558368
01/03/2017;77;77Saint-Thibault-des-Vignes;2007625;-0.233877123
01/03/2017;77;77Sainte-Aulde;560000;-0.744292237
01/03/2017;77;77Sainte-Colombe;90000;-0.590909091
01/03/2017;77;77Salins;350000;0
01/03/2017;77;77Sammeron;230000;1
01/03/2017;77;77Samois-sur-Seine;360000;-0.683558212
01/03/2017;77;77Samoreau;980000;-0.446327684
01/03/2017;77;77Savigny-le-Temple;7046180;0.121854021
01/03/2017;77;77SaÃ¢cy-sur-Marne;1069500;4.092857143
01/03/2017;77;77Seine-Port;340000;0.434599156
01/03/2017;77;77Serris;1867200;0.278816519
01/03/2017;77;77Servon;3846180;5.574666667
01/03/2017;77;77Sivry-Courtry;2016762.5;2.8933639
01/03/2017;77;77Soisy-Bouy;702500;0
01/03/2017;77;77Solers;293792;-0.732185962
01/03/2017;77;77Souppes-sur-Loing;428000;1.252631579
01/03/2017;77;77Sourdun;124000;0
01/03/2017;77;77Thieux;100000;-0.421965318
01/03/2017;77;77Thomery;1099000;-0.08367949
01/03/2017;77;77Thorigny-sur-Marne;6130765;0.567850293
01/03/2017;77;77Torcy;5728842;0.050003079
01/03/2017;77;77Touquin;1027000;0.627575277
01/03/2017;77;77Tournan-en-Brie;1511000;-0.042671144
01/03/2017;77;77Trilbardou;455000;0.21204049
01/03/2017;77;77Trilport;2060000;-0.28781331
01/03/2017;77;77Ussy-sur-Marne;305000;-0.166666667
01/03/2017;77;77Vaires-sur-Marne;4683000;1.145665142
01/03/2017;77;77Valence-en-Brie;207000;0
01/03/2017;77;77VanvillÃ©;382000;0
01/03/2017;77;77Varennes-sur-Seine;824000;0.357495881
01/03/2017;77;77Varreddes;1181100;0.531906615
01/03/2017;77;77Vaudoy-en-Brie;995000;4.776487663
01/03/2017;77;77Vaux-le-PÃ©nil;1309245;0.247605788
01/03/2017;77;77Vendrest;143300;0.861038961
01/03/2017;77;77Vernou-la-Celle-sur-Seine;120000;-0.936068194
01/03/2017;77;77Vert-Saint-Denis;1622450;1.579411765
01/03/2017;77;77Vieux-Champagne;452348.38;0
01/03/2017;77;77Ville-Saint-Jacques;138000;-0.644329897
01/03/2017;77;77Villecerf;175000;2.181818182
01/03/2017;77;77Villemareuil;1125000;7.035714286
01/03/2017;77;77VillemarÃ©chal;160000;-0.509202454
01/03/2017;77;77Villeneuve-le-Comte;1680000;0.431005111
01/03/2017;77;77Villeneuve-les-Bordes;254500;0
01/03/2017;77;77Villeneuve-sous-Dammartin;750000;0
01/03/2017;77;77Villenoy;1860360;2.629970732
01/03/2017;77;77Villeparisis;9216970;0.606904849
01/03/2017;77;77Villeroy;1094000;3.862222222
01/03/2017;77;77VillevaudÃ©;1310000;0.915204678
01/03/2017;77;77Villiers-Saint-Georges;290000;0.380952381
01/03/2017;77;77Villiers-en-BiÃ¨re;362000;0
01/03/2017;77;77Villiers-sous-Grez;440000;-0.349112426
01/03/2017;77;77Villiers-sur-Morin;420000;-0.110169492
01/03/2017;77;77Vimpelles;242000;0.5125
01/03/2017;77;77Vinantes;210000;-0.576271186
01/03/2017;77;77Voinsles;476000;-0.436686391
01/03/2017;77;77Voisenon;782750;0.358940972
01/03/2017;77;77Voulangis;160000;0.361702128
01/03/2017;77;77Voulx;268661;-0.209820588
01/03/2017;77;77Vulaines-sur-Seine;881000;-0.697167606
01/03/2017;77;77Ã‰gligny;335000;0.046875
01/03/2017;77;77Ã‰greville;1069500;6.650214592
01/03/2017;77;77Ã‰merainville;4004620;0.50326395
01/03/2017;77;77Ã‰vry-GrÃ©gy-sur-Yerre;2225226;7.241577778
01/03/2017;78;78Ablis;399000;-0.520288548
01/03/2017;78;78AchÃ¨res;7535704;2.444814519
01/03/2017;78;78Aigremont;2622600;0.240698076
01/03/2017;78;78Andelu;696000;0
01/03/2017;78;78AndrÃ©sy;8105700;0.724121795
01/03/2017;78;78Aubergenville;2943693;0.350720628
01/03/2017;78;78Auffargis;1744551.66;2.230651222
01/03/2017;78;78Aulnay-sur-Mauldre;876550;0
01/03/2017;78;78Bailly;1759250;-0.220950314
01/03/2017;78;78Bazainville;870000;-0.53968254
01/03/2017;78;78Bazemont;450000;-0.25
01/03/2017;78;78Bazoches-sur-Guyonne;944000;-0.269688999
01/03/2017;78;78Bennecourt;665000;-0.068627451
01/03/2017;78;78Beynes;3974345;1.766108714
01/03/2017;78;78Boinville-le-Gaillard;314500;0
01/03/2017;78;78Boinvilliers;110000;0
01/03/2017;78;78Bois-d'Arcy;9031301;0.211934859
01/03/2017;78;78Boissets;809800;0
01/03/2017;78;78Bonnelles;2010000;6.243243243
01/03/2017;78;78BonniÃ¨res-sur-Seine;1701000;5.208029197
01/03/2017;78;78Bougival;7486490;1.148730894
01/03/2017;78;78BourdonnÃ©;3335000;17.52777778
01/03/2017;78;78Brueil-en-Vexin;623000;0
01/03/2017;78;78BrÃ©val;514800;0.175342466
01/03/2017;78;78Buc;3378346;0.783756699
01/03/2017;78;78Bullion;524000;2.742857143
01/03/2017;78;78CarriÃ¨res-sous-Poissy;5901736;0.599820005
01/03/2017;78;78CarriÃ¨res-sur-Seine;5203710;-0.206729153
01/03/2017;78;78Cernay-la-Ville;232000;-0.672778561
01/03/2017;78;78Chambourcy;2493750;-0.153067636
01/03/2017;78;78Chanteloup-les-Vignes;2527580;-0.205122028
01/03/2017;78;78Chatou;18096411;0.643631671
01/03/2017;78;78Chaufour-lÃ¨s-BonniÃ¨res;490000;-0.360204734
01/03/2017;78;78Chavenay;350000;-0.925439905
01/03/2017;78;78Chevreuse;4173900;1.142109315
01/03/2017;78;78ChÃ¢teaufort;1649000;1.776164381
01/03/2017;78;78Clairefontaine-en-Yvelines;860792;0
01/03/2017;78;78CoigniÃ¨res;2732750;2.881443921
01/03/2017;78;78CondÃ©-sur-Vesgre;760000;2.092573754
01/03/2017;78;78Conflans-Sainte-Honorine;12921206;0.36728298
01/03/2017;78;78Cravent;480000;0
01/03/2017;78;78CrespiÃ¨res;226500;-0.802897794
01/03/2017;78;78Croissy-sur-Seine;10579400;1.112753125
01/03/2017;78;78Dammartin-en-Serve;132000;-0.540069686
01/03/2017;78;78Dampierre-en-Yvelines;530600;-0.227656477
01/03/2017;78;78Dannemarie;680000;0
01/03/2017;78;78Davron;1246000;5.23
01/03/2017;78;78Feucherolles;2563950;3.634761388
01/03/2017;78;78Flexanville;717600;1.208
01/03/2017;78;78Follainville-Dennemont;563000;0
01/03/2017;78;78Fontenay-Mauvoisin;1190000;7.263888889
01/03/2017;78;78Fontenay-Saint-PÃ¨re;260000;0.226415094
01/03/2017;78;78Fontenay-le-Fleury;2931000.3;0.356938207
01/03/2017;78;78Freneuse;506000;0.93129771
01/03/2017;78;78Gaillon-sur-Montcient;645000;-0.323899371
01/03/2017;78;78Galluis;1324080;0.37759975
01/03/2017;78;78Gambais;4239640;4.494608605
01/03/2017;78;78GaranciÃ¨res;224000;-0.877062226
01/03/2017;78;78Gargenville;3636500;8.09125
01/03/2017;78;78Gazeran;1345000;4.38
01/03/2017;78;78Goussonville;900000;-0.27184466
01/03/2017;78;78Gressey;203000;-0.672580645
01/03/2017;78;78Grosrouvre;3613600;0.045136137
01/03/2017;78;78Guernes;217000;-0.495348837
01/03/2017;78;78Guitrancourt;1141500;0
01/03/2017;78;78Guyancourt;7350361.34;0.190210464
01/03/2017;78;78Hardricourt;908000;-0.657874906
01/03/2017;78;78Hargeville;557000;-0.435663627
01/03/2017;78;78Hermeray;710000;-0.150143339
01/03/2017;78;78Houdan;241788;-0.823375105
01/03/2017;78;78Houilles;17286567;1.194640282
01/03/2017;78;78Issou;1929000;9.427027027
01/03/2017;78;78Jouars-Pontchartrain;5553950;8.841600896
01/03/2017;78;78Jouy-en-Josas;2325100;11.58852193
01/03/2017;78;78Juziers;1228651.3;3.095504333
01/03/2017;78;78L'Ã‰tang-la-Ville;6617986;0.495353503
01/03/2017;78;78La BoissiÃ¨re-Ã‰cole;1085110;0.808516667
01/03/2017;78;78La Celle-Saint-Cloud;7077124;-0.057805803
01/03/2017;78;78La Celle-les-Bordes;300000;0.714285714
01/03/2017;78;78La Falaise;870000;0.241526935
01/03/2017;78;78La Queue-les-Yvelines;604000;-0.69036756
01/03/2017;78;78Lainville-en-Vexin;887500;0.023054755
01/03/2017;78;78Le Chesnay-Rocquencourt;9560450;0.04537547
01/03/2017;78;78Le Mesnil-Saint-Denis;5519750;6.253285151
01/03/2017;78;78Le Mesnil-le-Roi;4449380;1.689991234
01/03/2017;78;78Le Pecq;16143636.4;0.41265192
01/03/2017;78;78Le Perray-en-Yvelines;1969716;0.197545711
01/03/2017;78;78Le Port-Marly;2942110;2.191597149
01/03/2017;78;78Le Tremblay-sur-Mauldre;412300;0.26104909
01/03/2017;78;78Le VÃ©sinet;15779862.4;1.008505343
01/03/2017;78;78Les Alluets-le-Roi;1622800;5.241538462
01/03/2017;78;78Les BrÃ©viaires;507550;-0.183740753
01/03/2017;78;78Les Clayes-sous-Bois;6199527;0.906168463
01/03/2017;78;78Les Essarts-le-Roi;3715070;0.704842832
01/03/2017;78;78Les Mesnuls;755000;0.102173691
01/03/2017;78;78Les Mureaux;3158071;0.797942148
01/03/2017;78;78Limay;2096500;-0.164907389
01/03/2017;78;78Limetz-Villez;1093600;0.669618321
01/03/2017;78;78Lommoye;273000;0
01/03/2017;78;78Longnes;300000;0.649294102
01/03/2017;78;78Longvilliers;1148000;-0.234666667
01/03/2017;78;78Louveciennes;3876130;0.918876238
01/03/2017;78;78LÃ©vis-Saint-Nom;615000;1.656587473
01/03/2017;78;78Magnanville;946000;-0.085159469
01/03/2017;78;78Magny-les-Hameaux;3781580;-0.140096401
01/03/2017;78;78Maisons-Laffitte;18212618;0.847565591
01/03/2017;78;78Mantes-la-Jolie;6921225.4;0.548320616
01/03/2017;78;78Mantes-la-Ville;3711817;0.885424826
01/03/2017;78;78Marcq;3204250;0
01/03/2017;78;78Mareil-Marly;2434350;0.015476066
01/03/2017;78;78Mareil-le-Guyon;455000;0
01/03/2017;78;78Mareil-sur-Mauldre;270000;-0.07120743
01/03/2017;78;78Marly-le-Roi;11882030;0.380778684
01/03/2017;78;78Maule;2724910;0.603642891
01/03/2017;78;78Maulette;1426000;-0.048952914
01/03/2017;78;78Maurecourt;1692000;0.376729048
01/03/2017;78;78Maurepas;5349331;0.016788614
01/03/2017;78;78Meulan-en-Yvelines;3563450;4.585344828
01/03/2017;78;78Moisson;320000;-0.805152261
01/03/2017;78;78Montainville;1431800;-0.204555556
01/03/2017;78;78Montalet-le-Bois;136300;-0.402192982
01/03/2017;78;78Montesson;5834035;-0.008023333
01/03/2017;78;78Montfort-l'Amaury;1457845;-0.681689756
01/03/2017;78;78Montigny-le-Bretonneux;11396575;0.07592276
01/03/2017;78;78Morainvilliers;5171830;7.413583862
01/03/2017;78;78MÃ©dan;476400;-0.150802139
01/03/2017;78;78MÃ©rÃ©;2460000;0.60824257
01/03/2017;78;78MÃ©ziÃ¨res-sur-Seine;929950;-0.45743874
01/03/2017;78;78MÃ©zy-sur-Seine;2964000;0
01/03/2017;78;78Neauphle-le-ChÃ¢teau;2963945;0.812810398
01/03/2017;78;78Neauphle-le-Vieux;204100;-0.797720515
01/03/2017;78;78Neauphlette;82000;-0.814058957
01/03/2017;78;78Noisy-le-Roi;2302854;-0.025147952
01/03/2017;78;78Notre-Dame-de-la-Mer;1010000;2.686131387
01/03/2017;78;78NÃ©zel;834450;0.814021739
01/03/2017;78;78Oinville-sur-Montcient;152000;0.788235294
01/03/2017;78;78Orcemont;288000;3.033613445
01/03/2017;78;78Orgerus;760000;0.971465629
01/03/2017;78;78Orgeval;7116560;0.706547726
01/03/2017;78;78Orphin;299000;-0.331096197
01/03/2017;78;78Orsonville;356400;0
01/03/2017;78;78Orvilliers;907550;0
01/03/2017;78;78Plaisir;15174593;0.040705582
01/03/2017;78;78Poissy;13154972;0.192909631
01/03/2017;78;78PonthÃ©vrard;225000;0.679104478
01/03/2017;78;78Porcheville;1153500;0.321305842
01/03/2017;78;78Rambouillet;10624095;0.596458341
01/03/2017;78;78Richebourg;730000;0.424201277
01/03/2017;78;78Rochefort-en-Yvelines;540000;-0.366197183
01/03/2017;78;78Rosay;158500;-0.339583333
01/03/2017;78;78Rosny-sur-Seine;1570550;0.33903146
01/03/2017;78;78Saint-Arnoult-en-Yvelines;3855300;8.590298507
01/03/2017;78;78Saint-Cyr-l'Ã‰cole;10274520;0.771194125
01/03/2017;78;78Saint-Germain-de-la-Grange;1601560;0
01/03/2017;78;78Saint-Germain-en-Laye;32408554;0.922383891
01/03/2017;78;78Saint-Hilarion;275750;0.523480663
01/03/2017;78;78Saint-Illiers-le-Bois;64000;-0.885836604
01/03/2017;78;78Saint-LÃ©ger-en-Yvelines;1678800;5.948675497
01/03/2017;78;78Saint-Martin-de-BrÃ©thencourt;570000;0.1875
01/03/2017;78;78Saint-Martin-des-Champs;563000;0.94137931
01/03/2017;78;78Saint-Martin-la-Garenne;1140600;0.588579387
01/03/2017;78;78Saint-Nom-la-BretÃ¨che;6401751.22;0.530290439
01/03/2017;78;78Saint-RÃ©my-l'HonorÃ©;878900;0.40399361
01/03/2017;78;78Saint-RÃ©my-lÃ¨s-Chevreuse;4252430;0.747181455
01/03/2017;78;78Sainte-Mesme;260000;-0.672544081
01/03/2017;78;78Sartrouville;16199725.96;-0.070583591
01/03/2017;78;78Saulx-Marchais;1266600;0
01/03/2017;78;78Senlisse;971500;0
01/03/2017;78;78Septeuil;1035000;5.117021277
01/03/2017;78;78Sonchamp;281000;-0.093548387
01/03/2017;78;78TacoigniÃ¨res;810200;0.74612069
01/03/2017;78;78Thiverval-Grignon;84000;-0.599274878
01/03/2017;78;78Thoiry;616000;0.189189189
01/03/2017;78;78Toussus-le-Noble;398800;0
01/03/2017;78;78Trappes;3969170;0.511080976
01/03/2017;78;78Triel-sur-Seine;7424100;1.316303449
01/03/2017;78;78Vaux-sur-Seine;2758500;0.5610322
01/03/2017;78;78Verneuil-sur-Seine;4331957.2;-0.041072009
01/03/2017;78;78Vernouillet;5321400;0.420849215
01/03/2017;78;78Versailles;45461560.66;0.111054944
01/03/2017;78;78Vieille-Ã‰glise-en-Yvelines;1384000;8.138329482
01/03/2017;78;78Villennes-sur-Seine;2764650;0.03427184
01/03/2017;78;78Villepreux;4124858;1.298175882
01/03/2017;78;78Villette;295450;0
01/03/2017;78;78Villiers-Saint-FrÃ©dÃ©ric;2064220;23.74994904
01/03/2017;78;78Villiers-le-Mahieu;314200;-0.539215111
01/03/2017;78;78Viroflay;10984234;0.550891278
01/03/2017;78;78Voisins-le-Bretonneux;3509590;-0.259204301
01/03/2017;78;78VÃ©lizy-Villacoublay;5906630;0.340387051
01/03/2017;78;78Ã‰lancourt;9218030;0.214435104
01/03/2017;78;78Ã‰mancÃ©;1252000;1.807174888
01/03/2017;78;78Ã‰pÃ´ne;1644000;-0.388461109
01/03/2017;78;78Ã‰vecquemont;1656000;0.10326449
01/03/2017;91;91AbbÃ©ville-la-RiviÃ¨re;399285;0
01/03/2017;91;91Angerville;320000;0
01/03/2017;91;91Angervilliers;1579380;0.908039867
01/03/2017;91;91Arpajon;4100842;0.306112946
01/03/2017;91;91Athis-Mons;11553820;0.989167357
01/03/2017;91;91Authon-la-Plaine;627500;0
01/03/2017;91;91Auvernaux;612300;1.468951613
01/03/2017;91;91Auvers-Saint-Georges;510000;-0.758293839
01/03/2017;91;91Avrainville;1220000;4.191489362
01/03/2017;91;91Ballainvilliers;1463800;0.757262905
01/03/2017;91;91Ballancourt-sur-Essonne;3589520;-0.105652954
01/03/2017;91;91Baulne;135000;-0.801907557
01/03/2017;91;91BiÃ¨vres;3165330;0.799403104
01/03/2017;91;91Boigneville;400000;2.2
01/03/2017;91;91Bois-Herpin;168000;-0.582089552
01/03/2017;91;91Boissy-la-RiviÃ¨re;484780;-0.134321429
01/03/2017;91;91Boissy-le-CuttÃ©;340000;-0.166666667
01/03/2017;91;91Boissy-le-Sec;1289660;0
01/03/2017;91;91Boissy-sous-Saint-Yon;3864100;4.995221324
01/03/2017;91;91Bondoufle;4601700;-0.194634044
01/03/2017;91;91Bouray-sur-Juine;872950;-0.184158879
01/03/2017;91;91Boussy-Saint-Antoine;1497100;1.059284732
01/03/2017;91;91Boutervilliers;505000;1.525
01/03/2017;91;91Boutigny-sur-Essonne;1562150;-0.255303428
01/03/2017;91;91Breuillet;2074100;0.644153785
01/03/2017;91;91Breux-Jouy;257200;0.11826087
01/03/2017;91;91Briis-sous-Forges;1239949;-0.7086586
01/03/2017;91;91BriÃ¨res-les-ScellÃ©s;308000;0.258478385
01/03/2017;91;91Brunoy;9084800;-0.110708248
01/03/2017;91;91BruyÃ¨res-le-ChÃ¢tel;559390;1.034145455
01/03/2017;91;91BrÃ©tigny-sur-Orge;4586650;-0.344862556
01/03/2017;91;91Buno-Bonnevaux;480000;0
01/03/2017;91;91Bures-sur-Yvette;5546800;1.836512401
01/03/2017;91;91Cerny;2986400;0.448302619
01/03/2017;91;91Chalo-Saint-Mars;110000;-0.779559118
01/03/2017;91;91Chalou-Moulineux;322000;0
01/03/2017;91;91Champcueil;988217;0.385998597
01/03/2017;91;91Champlan;1030000;0.401455881
01/03/2017;91;91Champmotteux;244850;-0.598606557
01/03/2017;91;91Cheptainville;250000;-0.678208264
01/03/2017;91;91Chevannes;232000;-0.536926148
01/03/2017;91;91Chilly-Mazarin;5748628.09;0.719061644
01/03/2017;91;91Corbeil-Essonnes;12316031;0.64865206
01/03/2017;91;91Corbreuse;433000;0.472789116
01/03/2017;91;91Courances;1362000;0
01/03/2017;91;91Courson-Monteloup;891600;0
01/03/2017;91;91Crosne;3304690.88;0.057941185
01/03/2017;91;91D'Huison-Longueville;492000;0
01/03/2017;91;91Dannemois;232000;-0.645801527
01/03/2017;91;91Dourdan;2557886;-0.133784747
01/03/2017;91;91Draveil;8665080;2.658853584
01/03/2017;91;91Fleury-MÃ©rogis;1312000;-0.228836348
01/03/2017;91;91Fontenay-le-Vicomte;455000;-0.477401941
01/03/2017;91;91Fontenay-lÃ¨s-Briis;908900;0.615822222
01/03/2017;91;91Forges-les-Bains;2184000;-0.173035505
01/03/2017;91;91Gif-sur-Yvette;8252900;1.087802084
01/03/2017;91;91Gironville-sur-Essonne;259000;0
01/03/2017;91;91Gometz-la-Ville;1688350;1.190670819
01/03/2017;91;91Gometz-le-ChÃ¢tel;2349000;1.329432765
01/03/2017;91;91Grigny;604000;4.075630252
01/03/2017;91;91Guibeville;1627000;4.410708347
01/03/2017;91;91Guillerval;160000;-0.466666667
01/03/2017;91;91Igny;5290612;0.97913063
01/03/2017;91;91Itteville;1779000;0.014715948
01/03/2017;91;91Janville-sur-Juine;908000;3.197873324
01/03/2017;91;91Janvry;786000;1.807142857
01/03/2017;91;91Juvisy-sur-Orge;2895120;-0.289898333
01/03/2017;91;91La FertÃ©-Alais;1699000;-0.468231612
01/03/2017;91;91La Norville;1056800;2.067634253
01/03/2017;91;91La Ville-du-Bois;3765410;1.127109931
01/03/2017;91;91Lardy;2492000;0.555555556
01/03/2017;91;91Le Coudray-Montceaux;1725000;0.191627521
01/03/2017;91;91Le MÃ©rÃ©villois;505550;-0.534912603
01/03/2017;91;91Le Plessis-PÃ¢tÃ©;353100;-0.686077525
01/03/2017;91;91Le Val-Saint-Germain;552000;0.672727273
01/03/2017;91;91Les Granges-le-Roi;870000;0
01/03/2017;91;91Les Ulis;5056242.27;0.806123333
01/03/2017;91;91Leuville-sur-Orge;774350;-0.463727968
01/03/2017;91;91Limours;3971000;2.523176129
01/03/2017;91;91Linas;998000;-0.512933138
01/03/2017;91;91Lisses;2861800;1.705707722
01/03/2017;91;91Longjumeau;6422845;1.36377337
01/03/2017;91;91Longpont-sur-Orge;2765889;0.120587056
01/03/2017;91;91Maisse;1495000;6.085308057
01/03/2017;91;91Marcoussis;2813910;0.226590936
01/03/2017;91;91Marolles-en-Hurepoix;1405020;-0.044788905
01/03/2017;91;91Massy;15096977;0.000214195
01/03/2017;91;91Mennecy;6234580;0.72035872
01/03/2017;91;91Milly-la-ForÃªt;2971000;9.071186441
01/03/2017;91;91Moigny-sur-Ã‰cole;84000;0
01/03/2017;91;91Mondeville;958150;2.508678775
01/03/2017;91;91Montgeron;6561140;0.080170624
01/03/2017;91;91MontlhÃ©ry;2711100;0.250219045
01/03/2017;91;91Morangis;3387200;1.003549036
01/03/2017;91;91Morigny-Champigny;1568300;1.077906592
01/03/2017;91;91Morsang-sur-Orge;8490672;-0.065164648
01/03/2017;91;91Morsang-sur-Seine;237000;0.316666667
01/03/2017;91;91Nainville-les-Roches;210000;-0.622573688
01/03/2017;91;91Nozay;1622500;-0.353585657
01/03/2017;91;91Ollainville;1355000;1.488521579
01/03/2017;91;91Oncy-sur-Ã‰cole;265000;0
01/03/2017;91;91Ormoy;942000;-0.076923077
01/03/2017;91;91Ormoy-la-RiviÃ¨re;150000;-0.612603306
01/03/2017;91;91Orsay;7421858;0.563055831
01/03/2017;91;91Orveau;1278000;2.872727273
01/03/2017;91;91Palaiseau;15808407;0.884222356
01/03/2017;91;91Paray-Vieille-Poste;1247000;-0.335620744
01/03/2017;91;91Pecqueuse;932000;0
01/03/2017;91;91Puiselet-le-Marais;275000;0
01/03/2017;91;91Pussay;474800;-0.328904594
01/03/2017;91;91Quincy-sous-SÃ©nart;3455020;0.814658998
01/03/2017;91;91Ris-Orangis;6547250;1.753224308
01/03/2017;91;91Roinville;1166000;2.82295082
01/03/2017;91;91Saclas;627440;0.723736264
01/03/2017;91;91Saclay;1020705;-0.260358696
01/03/2017;91;91Saint-Aubin;1360000;0.91011236
01/03/2017;91;91Saint-ChÃ©ron;1017300;2.871004566
01/03/2017;91;91Saint-Cyr-sous-Dourdan;255000;-0.66
01/03/2017;91;91Saint-Escobille;215000;0.6796875
01/03/2017;91;91Saint-Germain-lÃ¨s-Arpajon;2961111;0.176888774
01/03/2017;91;91Saint-Germain-lÃ¨s-Corbeil;3860550;0.625905492
01/03/2017;91;91Saint-Hilaire;370000;-0.26
01/03/2017;91;91Saint-Maurice-Montcouronne;1134000;0.754060325
01/03/2017;91;91Saint-Michel-sur-Orge;12935110.5;1.787679253
01/03/2017;91;91Saint-Pierre-du-Perray;3360200;0.375209236
01/03/2017;91;91Saint-Vrain;716900;0.451214575
01/03/2017;91;91Saint-Yon;235000;-0.216666667
01/03/2017;91;91Sainte-GeneviÃ¨ve-des-Bois;12367257.88;0.484409985
01/03/2017;91;91Saintry-sur-Seine;2760600;1.108938121
01/03/2017;91;91Saulx-les-Chartreux;3132760;0.780736109
01/03/2017;91;91Savigny-sur-Orge;11588998.25;0.315163621
01/03/2017;91;91Sermaise;1102000;0.777419355
01/03/2017;91;91Soisy-sur-Seine;2582550;0.576648352
01/03/2017;91;91Soisy-sur-Ã‰cole;467000;-0.833905358
01/03/2017;91;91Tigery;763000;-0.531703636
01/03/2017;91;91Varennes-Jarcy;2919000;1.457070707
01/03/2017;91;91Vaugrigneuse;650000;-0.14586071
01/03/2017;91;91Vauhallan;340000;-0.841269841
01/03/2017;91;91Vayres-sur-Essonne;275000;1.037037037
01/03/2017;91;91VerriÃ¨res-le-Buisson;5888446;-0.186445563
01/03/2017;91;91Vert-le-Grand;2460183;5.758744505
01/03/2017;91;91Vert-le-Petit;375000;-0.621212121
01/03/2017;91;91Videlles;678000;2.874285714
01/03/2017;91;91Vigneux-sur-Seine;8593624.69;2.090143505
01/03/2017;91;91VillabÃ©;1655000;0.781677253
01/03/2017;91;91Villebon-sur-Yvette;2839100;0.415374645
01/03/2017;91;91Villejust;218000;-0.634840871
01/03/2017;91;91Villemoisson-sur-Orge;970000;-0.049019608
01/03/2017;91;91Villiers-le-BÃ¢cle;1220600;1.838604651
01/03/2017;91;91Villiers-sur-Orge;1049850;-0.079442325
01/03/2017;91;91Viry-ChÃ¢tillon;6863207.93;1.590378536
01/03/2017;91;91Wissous;1841600;-0.007218368
01/03/2017;91;91Yerres;11171330;-0.130189047
01/03/2017;91;91Ã‰gly;1586000;2.381663113
01/03/2017;91;91Ã‰pinay-sous-SÃ©nart;2514500;0.856404577
01/03/2017;91;91Ã‰pinay-sur-Orge;2867960;0.544404954
01/03/2017;91;91Ã‰tampes;5653782;1.042735796
01/03/2017;91;91Ã‰tiolles;1310000;3.517241379
01/03/2017;91;91Ã‰trÃ©chy;2535445;0.201866239
01/03/2017;91;91Ã‰vry-Courcouronnes;9144870;0.154760281
01/03/2017;92;92Antony;28078229;0.586060238
01/03/2017;92;92AsniÃ¨res-sur-Seine;52012002.9;0.112696495
01/03/2017;92;92Bagneux;7708665;1.066671761
01/03/2017;92;92Bois-Colombes;16350238.3;0.20170093
01/03/2017;92;92Boulogne-Billancourt;80623899.66;0.162548799
01/03/2017;92;92Bourg-la-Reine;12514145;0.903683465
01/03/2017;92;92Chaville;7073373;0.230407109
01/03/2017;92;92ChÃ¢tenay-Malabry;14173629.81;-0.091193386
01/03/2017;92;92ChÃ¢tillon;19910371.1;0.776934297
01/03/2017;92;92Clamart;26141569;-0.049060616
01/03/2017;92;92Clichy;20403579;0.098307375
01/03/2017;92;92Colombes;41230006;0.448388485
01/03/2017;92;92Courbevoie;41192172;0.31405143
01/03/2017;92;92Fontenay-aux-Roses;5928822;0.098720672
01/03/2017;92;92Garches;8780910;0.542120554
01/03/2017;92;92Gennevilliers;6744327;0.20233792
01/03/2017;92;92Issy-les-Moulineaux;34142832.75;0.455858309
01/03/2017;92;92La Garenne-Colombes;16644554;0.01706472
01/03/2017;92;92Le Plessis-Robinson;14378190;0.099094379
01/03/2017;92;92Levallois-Perret;50586761;0.190832386
01/03/2017;92;92Malakoff;8944926;-0.180711227
01/03/2017;92;92Marnes-la-Coquette;1040000;0.012904797
01/03/2017;92;92Meudon;24451430;1.099502168
01/03/2017;92;92Montrouge;25063948.34;0.469969566
01/03/2017;92;92Nanterre;19793049;-0.125841
01/03/2017;92;92Neuilly-sur-Seine;59297856.75;0.557605789
01/03/2017;92;92Puteaux;24125326.8;0.07184069
01/03/2017;92;92Rueil-Malmaison;36015867;0.15666411
01/03/2017;92;92Saint-Cloud;23560230;0.450855461
01/03/2017;92;92Sceaux;11052298;0.156106582
